condition,system,scenario,repetition,method,window_end,kappa_decline,sigma_growth,converged
baseline,saddle_node,stationary,6,Kalman OU,70.0,-1.2073410278054046,0.00412070819755557,True
baseline,saddle_node,stationary,6,Kalman OU,78.0,-0.5239537003146225,0.00759334212794318,True
baseline,saddle_node,stationary,6,Latent Neural SDE (VI),38.0,1.8289694786071777,0.0028838555198738014,True
baseline,saddle_node,stationary,6,Latent Neural SDE (VI),54.0,1.014141321182251,0.013558809678744801,True
baseline,saddle_node,stationary,6,Latent Neural SDE (VI),70.0,-0.17501068115234375,-0.007486194057927442,True
baseline,saddle_node,stationary,6,Latent Neural SDE (VI),78.0,0.624598503112793,-0.006659567641587316,True
baseline,saddle_node,stationary,6,Moment OU,38.0,,,False
baseline,saddle_node,stationary,6,Moment OU,54.0,,,False
baseline,saddle_node,stationary,6,Moment OU,70.0,,,False
baseline,saddle_node,stationary,6,Moment OU,78.0,,,False
baseline,saddle_node,stationary,6,Neural SDE (Euler),38.0,1.8576290607452393,0.00047931183472789407,True
baseline,saddle_node,stationary,6,Neural SDE (Euler),54.0,1.1950318813323975,0.011851403962193863,True
baseline,saddle_node,stationary,6,Neural SDE (Euler),70.0,0.016866683959960938,-0.009863988293752485,True
baseline,saddle_node,stationary,6,Neural SDE (Euler),78.0,0.5854964256286621,-0.008513629320482871,True
baseline,saddle_node,stationary,6,SINDy-STLSQ,38.0,1.9246354985023122,0.0036114100861951715,True
baseline,saddle_node,stationary,6,SINDy-STLSQ,54.0,2.10242640455006,0.015201587122266616,True
baseline,saddle_node,stationary,6,SINDy-STLSQ,70.0,1.0498700659081774,-0.004809902686253212,True
baseline,saddle_node,stationary,6,SINDy-STLSQ,78.0,0.5837300973149233,-0.004000108895203192,True
baseline,saddle_node,stationary,7,Bayesian SINDy (spike-slab),38.0,-1.139286072868408,-0.0011183490761511317,True
baseline,saddle_node,stationary,7,Bayesian SINDy (spike-slab),54.0,-1.4450911443789516,-0.001602270463705202,True
baseline,saddle_node,stationary,7,Bayesian SINDy (spike-slab),70.0,-0.8455619364995539,-0.0013264017219379587,True
baseline,saddle_node,stationary,7,Bayesian SINDy (spike-slab),78.0,-1.7258966727585086,-0.0017987413889674758,True
baseline,saddle_node,stationary,7,Kalman OU,38.0,-1.2696755615115365,0.008924476458478377,True
baseline,saddle_node,stationary,7,Kalman OU,54.0,-0.33550231383584017,-0.013646952640991278,True
baseline,saddle_node,stationary,7,Kalman OU,70.0,-2.366075242232389,0.030636082257116882,True
baseline,saddle_node,stationary,7,Kalman OU,78.0,-2.366075242232389,-0.005591968235737058,True
baseline,saddle_node,stationary,7,Latent Neural SDE (VI),38.0,-1.0284719467163086,0.004308330028343965,True
baseline,saddle_node,stationary,7,Latent Neural SDE (VI),54.0,-1.5755014419555664,-0.001996932627463907,True
baseline,saddle_node,stationary,7,Latent Neural SDE (VI),70.0,-1.3240323066711426,0.0006268185702285184,True
baseline,saddle_node,stationary,7,Latent Neural SDE (VI),78.0,-1.4988751411437988,0.004875312865632905,True
baseline,saddle_node,stationary,7,Moment OU,38.0,,,False
baseline,saddle_node,stationary,7,Moment OU,54.0,,,False
baseline,saddle_node,stationary,7,Moment OU,70.0,,,False
baseline,saddle_node,stationary,7,Moment OU,78.0,,,False
baseline,saddle_node,stationary,7,Neural SDE (Euler),38.0,-0.9531190395355225,0.0041470177684887755,True
baseline,saddle_node,stationary,7,Neural SDE (Euler),54.0,-1.4393126964569092,-0.0033475144022294956,True
baseline,saddle_node,stationary,7,Neural SDE (Euler),70.0,-1.3575775623321533,-8.024153347796492e-05,True
baseline,saddle_node,stationary,7,Neural SDE (Euler),78.0,-1.545680284500122,0.003480953260463493,True
baseline,saddle_node,stationary,7,SINDy-STLSQ,38.0,-0.7268658796126903,-0.0011444782712984186,True
baseline,saddle_node,stationary,7,SINDy-STLSQ,54.0,-1.548930221236846,-0.0018036279212917256,True
baseline,saddle_node,stationary,7,SINDy-STLSQ,70.0,-0.7494235522168533,-0.0011718165993038626,True
baseline,saddle_node,stationary,7,SINDy-STLSQ,78.0,-2.223528197212774,-0.0019580609884663758,True
baseline,saddle_node,stationary,8,Bayesian SINDy (spike-slab),38.0,-0.06444098333583481,0.007244083873983356,True
baseline,saddle_node,stationary,8,Bayesian SINDy (spike-slab),54.0,-0.1286307341438908,0.011511537956043108,True
baseline,saddle_node,stationary,8,Bayesian SINDy (spike-slab),70.0,-0.6668976669590538,0.0021004893788835882,True
baseline,saddle_node,stationary,8,Bayesian SINDy (spike-slab),78.0,0.1742245336684518,0.009123891507571591,True
baseline,saddle_node,stationary,8,Kalman OU,38.0,-1.1842873794322337,0.013961498027851356,True
baseline,saddle_node,stationary,8,Kalman OU,54.0,0.8817625428281421,-0.013413968192156608,True
baseline,saddle_node,stationary,8,Kalman OU,70.0,-1.1842873794322337,0.004700260700371828,True
baseline,saddle_node,stationary,8,Kalman OU,78.0,-0.4145942588602043,0.017164168551513335,True
baseline,saddle_node,stationary,8,Latent Neural SDE (VI),38.0,0.8806815147399902,0.006818464315278244,True
baseline,saddle_node,stationary,8,Latent Neural SDE (VI),54.0,0.3829154968261719,0.01455855259751633,True
baseline,saddle_node,stationary,8,Latent Neural SDE (VI),70.0,-0.1370987892150879,0.006974140276585675,True
baseline,saddle_node,stationary,8,Latent Neural SDE (VI),78.0,1.1653971672058105,0.013012473343110315,True
baseline,saddle_node,stationary,8,Moment OU,38.0,,,False
baseline,saddle_node,stationary,8,Moment OU,54.0,,,False
baseline,saddle_node,stationary,8,Moment OU,70.0,,,False
baseline,saddle_node,stationary,8,Moment OU,78.0,,,False
baseline,saddle_node,stationary,8,Neural SDE (Euler),38.0,0.8619799613952637,0.010030113523240625,True
baseline,saddle_node,stationary,8,Neural SDE (Euler),54.0,0.30709028244018555,0.01841116421781741,True
baseline,saddle_node,stationary,8,Neural SDE (Euler),70.0,-0.37448883056640625,0.009670069763323963,True
baseline,saddle_node,stationary,8,Neural SDE (Euler),78.0,1.184082269668579,0.016498912426488863,True
baseline,saddle_node,stationary,8,SINDy-STLSQ,38.0,1.447788527038171,0.006523006370208348,True
baseline,saddle_node,stationary,8,SINDy-STLSQ,54.0,0.9914398621886171,0.012697793287963735,True
baseline,saddle_node,stationary,8,SINDy-STLSQ,70.0,-1.161457223484502,0.0027796361729870295,True
baseline,saddle_node,stationary,8,SINDy-STLSQ,78.0,1.126370315691143,0.009301847939945845,True
baseline,saddle_node,stationary,9,Bayesian SINDy (spike-slab),38.0,1.5331836237469783,0.01827937906450597,True
baseline,saddle_node,stationary,9,Bayesian SINDy (spike-slab),54.0,1.5324995089866644,0.00561101367047509,True
baseline,saddle_node,stationary,9,Bayesian SINDy (spike-slab),70.0,2.306454348974278,0.0017301686764391866,True
baseline,saddle_node,stationary,9,Bayesian SINDy (spike-slab),78.0,1.7868877150902773,0.002644838094391949,True
baseline,saddle_node,stationary,9,Kalman OU,38.0,-0.48353009285362175,0.018023055992202844,True
baseline,saddle_node,stationary,9,Kalman OU,54.0,0.24856737700953127,0.0,True
baseline,saddle_node,stationary,9,Kalman OU,70.0,-0.6959850826283787,0.02464554174425101,True
baseline,saddle_node,stationary,9,Kalman OU,78.0,-1.8174290334393062,0.036542854071949515,True
baseline,saddle_node,stationary,9,Latent Neural SDE (VI),38.0,1.8767995834350586,0.013127779614920426,True
baseline,saddle_node,stationary,9,Latent Neural SDE (VI),54.0,0.11376953125,0.0023412916910284104,True
baseline,saddle_node,stationary,9,Latent Neural SDE (VI),70.0,1.0172405242919922,-0.002233184816804318,True
baseline,saddle_node,stationary,9,Latent Neural SDE (VI),78.0,-0.24977636337280273,-0.0025019827328844335,True
baseline,saddle_node,stationary,9,Moment OU,38.0,,,False
baseline,saddle_node,stationary,9,Moment OU,54.0,,,False
baseline,saddle_node,stationary,9,Moment OU,70.0,,,False
baseline,saddle_node,stationary,9,Moment OU,78.0,,,False
baseline,saddle_node,stationary,9,Neural SDE (Euler),38.0,1.8872833251953125,0.01426288624468304,True
baseline,saddle_node,stationary,9,Neural SDE (Euler),54.0,0.12807178497314453,0.0037824512681865485,True
baseline,saddle_node,stationary,9,Neural SDE (Euler),70.0,1.1093025207519531,-0.0011747131616085121,True
baseline,saddle_node,stationary,9,Neural SDE (Euler),78.0,-0.2990121841430664,-0.0020560563521917208,True
baseline,saddle_node,stationary,9,SINDy-STLSQ,38.0,3.415626996383488,0.016752266821123463,True
baseline,saddle_node,stationary,9,SINDy-STLSQ,54.0,1.7658027582965747,0.006448791713399127,True
baseline,saddle_node,stationary,9,SINDy-STLSQ,70.0,2.417028835442271,0.0029626646913871457,True
baseline,saddle_node,stationary,9,SINDy-STLSQ,78.0,2.267562871479227,0.0032742641918284965,True
baseline,saddle_node,stationary,10,Bayesian SINDy (spike-slab),38.0,-0.20538045155422946,0.0010107076289342376,True
baseline,saddle_node,stationary,10,Bayesian SINDy (spike-slab),54.0,-0.9746621167874228,-0.0008175587083545655,True
baseline,saddle_node,stationary,10,Bayesian SINDy (spike-slab),70.0,-0.5673028692265261,0.008339874017330232,True
baseline,saddle_node,stationary,10,Bayesian SINDy (spike-slab),78.0,0.8615141131742261,0.015468680662637749,True
baseline,saddle_node,stationary,10,Kalman OU,38.0,-1.5084347975229502,-0.003951266269098291,True
baseline,saddle_node,stationary,10,Kalman OU,54.0,-1.5084347975229502,-0.01998344051384479,True
baseline,saddle_node,stationary,10,Kalman OU,70.0,-0.3545655518524151,-0.00968030313164539,True
baseline,saddle_node,stationary,10,Kalman OU,78.0,0.21105308338680095,0.012239549125267136,True
baseline,saddle_node,stationary,10,Latent Neural SDE (VI),38.0,-0.40552759170532227,7.581458579153377e-05,True
baseline,saddle_node,stationary,10,Latent Neural SDE (VI),54.0,-0.8449993133544922,0.0046810608708945795,True
baseline,saddle_node,stationary,10,Latent Neural SDE (VI),70.0,-0.6734652519226074,0.01209482449613411,True
baseline,saddle_node,stationary,10,Latent Neural SDE (VI),78.0,1.1521835327148438,0.006556500716240629,True
baseline,saddle_node,stationary,10,Moment OU,38.0,-1.1019618745472666,0.005547793033939661,True
baseline,saddle_node,stationary,10,Moment OU,54.0,,,False
baseline,saddle_node,stationary,10,Moment OU,70.0,-17.767926665717898,0.08975081628872353,True
baseline,saddle_node,stationary,10,Moment OU,78.0,-1.2630437482212664,0.03608961319779903,True
baseline,saddle_node,stationary,10,Neural SDE (Euler),38.0,-0.26578807830810547,0.00031898688883055804,True
baseline,saddle_node,stationary,10,Neural SDE (Euler),54.0,-0.8626422882080078,0.006201694787610151,True
baseline,saddle_node,stationary,10,Neural SDE (Euler),70.0,-0.6797723770141602,0.012793114952393228,True
baseline,saddle_node,stationary,10,Neural SDE (Euler),78.0,1.304553508758545,0.0069009520771111665,True
baseline,saddle_node,stationary,10,SINDy-STLSQ,38.0,-0.2201404389535977,0.0023871067778457183,True
baseline,saddle_node,stationary,10,SINDy-STLSQ,54.0,-2.9228406255162094,-0.002751682312004386,True
baseline,saddle_node,stationary,10,SINDy-STLSQ,70.0,0.11289993605174065,0.010129123347767013,True
baseline,saddle_node,stationary,10,SINDy-STLSQ,78.0,2.196720878611431,0.015397538445235948,True
baseline,saddle_node,stationary,11,Bayesian SINDy (spike-slab),38.0,-1.1035997541832456,-0.0047164010788867256,True
baseline,saddle_node,stationary,11,Bayesian SINDy (spike-slab),54.0,-0.852770972876618,-0.0055434335871525076,True
baseline,saddle_node,stationary,11,Bayesian SINDy (spike-slab),70.0,-0.7258987600327274,0.0002672036337131589,True
baseline,saddle_node,stationary,11,Bayesian SINDy (spike-slab),78.0,-0.4571068215270029,-0.0005416431516657022,True
baseline,saddle_node,stationary,11,Kalman OU,38.0,-0.30189775273638775,-0.025386620533302783,True
baseline,saddle_node,stationary,11,Kalman OU,54.0,-0.30189775273638775,-0.02288340088477761,True
baseline,saddle_node,stationary,11,Kalman OU,70.0,-0.05199094300637874,-0.018337231522056505,True
baseline,saddle_node,stationary,11,Kalman OU,78.0,-0.30189775273638775,-0.007157595414026469,True
baseline,saddle_node,stationary,11,Latent Neural SDE (VI),38.0,0.8822164535522461,0.0022250936703081953,True
baseline,saddle_node,stationary,11,Latent Neural SDE (VI),54.0,1.1758968830108643,0.0024682416337401536,True
baseline,saddle_node,stationary,11,Latent Neural SDE (VI),70.0,0.9016551971435547,0.0018046495614891522,True
baseline,saddle_node,stationary,11,Latent Neural SDE (VI),78.0,1.1116247177124023,0.002007364991374605,True
baseline,saddle_node,stationary,11,Moment OU,38.0,-3.658440284106239,0.029186121679664754,True
baseline,saddle_node,stationary,11,Moment OU,54.0,-0.6158652972904015,0.0005629978346006412,True
baseline,saddle_node,stationary,11,Moment OU,70.0,-2.279569902449178,0.02748682303482407,True
baseline,saddle_node,stationary,11,Moment OU,78.0,-0.9901493638954799,0.013349616152573126,True
baseline,saddle_node,stationary,11,Neural SDE (Euler),38.0,0.8602256774902344,0.001163262159917397,True
baseline,saddle_node,stationary,11,Neural SDE (Euler),54.0,1.4116954803466797,0.002096273856841538,True
baseline,saddle_node,stationary,11,Neural SDE (Euler),70.0,0.9436969757080078,0.0014885110968725773,True
baseline,saddle_node,stationary,11,Neural SDE (Euler),78.0,1.2627084255218506,0.0005941896058161561,True
baseline,saddle_node,stationary,11,SINDy-STLSQ,38.0,-0.7141656436410542,-0.004855658377654767,True
baseline,saddle_node,stationary,11,SINDy-STLSQ,54.0,-0.3535737956289968,-0.005674250227924865,True
baseline,saddle_node,stationary,11,SINDy-STLSQ,70.0,0.43526462696139623,0.0004964595587544085,True
baseline,saddle_node,stationary,11,SINDy-STLSQ,78.0,0.6310928431109688,-0.0004922428268907958,True
baseline,saddle_node,stationary,12,Bayesian SINDy (spike-slab),38.0,-0.1854543653520433,0.008062556503931534,True
baseline,saddle_node,stationary,12,Bayesian SINDy (spike-slab),54.0,-2.294618001355837,0.0003841393375459412,True
baseline,saddle_node,stationary,12,Bayesian SINDy (spike-slab),70.0,-1.5373007428057979,0.012263848238655922,True
baseline,saddle_node,stationary,12,Bayesian SINDy (spike-slab),78.0,-1.5096385586646806,-0.00019924233506919686,True
baseline,saddle_node,stationary,12,Kalman OU,38.0,0.5682773836929266,-0.009963041519262326,True
baseline,saddle_node,stationary,12,Kalman OU,54.0,-0.7658665472154591,-0.01617826435494275,True
baseline,saddle_node,stationary,12,Kalman OU,70.0,-1.207031146758149,0.007939975892865728,True
baseline,saddle_node,stationary,12,Kalman OU,78.0,-0.9913718486483623,-0.0009147917542843345,True
baseline,saddle_node,stationary,12,Latent Neural SDE (VI),38.0,0.42980122566223145,0.012853804150248671,True
baseline,saddle_node,stationary,12,Latent Neural SDE (VI),54.0,-4.1621105670928955,0.005478838379345111,True
baseline,saddle_node,stationary,12,Latent Neural SDE (VI),70.0,-2.1519176959991455,0.020547636686039428,True
baseline,saddle_node,stationary,12,Latent Neural SDE (VI),78.0,-1.3153789043426514,0.005451792166755232,True
baseline,saddle_node,stationary,12,Moment OU,38.0,,,False
baseline,saddle_node,stationary,12,Moment OU,54.0,,,False
baseline,saddle_node,stationary,12,Moment OU,70.0,,,False
baseline,saddle_node,stationary,12,Moment OU,78.0,,,False
baseline,saddle_node,stationary,12,Neural SDE (Euler),38.0,0.22256255149841309,0.01325842948973921,True
baseline,saddle_node,stationary,12,Neural SDE (Euler),54.0,-4.464979887008667,0.0036712208756281978,True
baseline,saddle_node,stationary,12,Neural SDE (Euler),70.0,-2.2563326358795166,0.02032671056217185,True
baseline,saddle_node,stationary,12,Neural SDE (Euler),78.0,-1.2476234436035156,0.004426913621596029,True
baseline,saddle_node,stationary,12,SINDy-STLSQ,38.0,-0.8605942418640278,0.007809104167167569,True
baseline,saddle_node,stationary,12,SINDy-STLSQ,54.0,-4.752954423720709,0.001033952164829613,True
baseline,saddle_node,stationary,12,SINDy-STLSQ,70.0,-2.735997589251801,0.014191747092495682,True
baseline,saddle_node,stationary,12,SINDy-STLSQ,78.0,-1.4271173537602775,0.001797615152299259,True
baseline,saddle_node,stationary,13,Bayesian SINDy (spike-slab),38.0,-0.3797242388057147,-0.002348513884653583,True
baseline,saddle_node,stationary,13,Bayesian SINDy (spike-slab),54.0,1.3815834245797052,0.00790687010067595,True
baseline,saddle_node,stationary,13,Bayesian SINDy (spike-slab),70.0,-0.5194104640381907,0.0015654250490452354,True
baseline,saddle_node,stationary,13,Bayesian SINDy (spike-slab),78.0,-0.10606760475689025,0.0016567389290655793,True
baseline,saddle_node,stationary,13,Kalman OU,38.0,1.8031779365397902,-0.03685476578063085,True
baseline,saddle_node,stationary,13,Kalman OU,54.0,1.4171075794840058,-0.0038650318405199016,True
baseline,saddle_node,stationary,13,Kalman OU,70.0,1.0843497776766249,-0.026996630662937282,True
baseline,saddle_node,stationary,13,Kalman OU,78.0,1.4605447867989079,-0.026137172921973248,True
baseline,saddle_node,stationary,13,Latent Neural SDE (VI),38.0,-1.404325008392334,0.0005995116207842127,True
baseline,saddle_node,stationary,13,Latent Neural SDE (VI),54.0,1.452958345413208,0.01064519495688332,True
baseline,saddle_node,stationary,13,Latent Neural SDE (VI),70.0,-0.38533973693847656,0.010525449570674902,True
baseline,saddle_node,stationary,13,Latent Neural SDE (VI),78.0,-0.5327320098876953,0.0043763603289011105,True
baseline,saddle_node,stationary,13,Moment OU,38.0,-0.4764281878293267,0.0032334016604078607,True
baseline,saddle_node,stationary,13,Moment OU,54.0,0.13392318198759812,0.007774165131673276,True
baseline,saddle_node,stationary,13,Moment OU,70.0,-2.3722973178754834,0.026551397224049506,True
baseline,saddle_node,stationary,13,Moment OU,78.0,-0.9321464801001479,0.014673549156544508,True
